"C:\Users\korna\Documents\Учёба\Проектная практика\TrackingOptimization\venv\Scripts\python.exe" "C:/Users/korna/Documents/Учёба/Проектная практика/TrackingOptimization/main.py"
OpenCV v4.1.0

|   iter    |  target   | maxLevel  | maxMed... | points... | termCr... | termCr... |  winSize  | winSiz... |
|  969      |  0.5264   |  6.491    |  16.04    |  18.48    |  0.4392   |  19.28    |  31.38    |  50.71    |
|  970      |  0.5248   |  3.773    |  14.06    |  20.0     |  0.6      |  22.18    |  29.09    |  38.97    |
|  971      |  0.5203   |  7.05     |  16.83    |  15.49    |  0.4384   |  22.98    |  25.31    |  33.67    |
|  972      |  0.5056   |  9.482    |  13.37    |  18.75    |  0.1745   |  18.75    |  31.01    |  52.39    |
|  973      |  0.5325   |  8.911    |  16.88    |  17.99    |  0.5414   |  20.95    |  32.39    |  50.82    |
|  974      |  0.5189   |  4.383    |  17.82    |  9.836    |  0.4889   |  22.41    |  29.54    |  39.69    |
|  975      |  0.5202   |  7.844    |  18.88    |  18.38    |  0.3021   |  21.41    |  31.79    |  40.7     |
|  976      |  0.5198   |  8.79     |  19.49    |  14.44    |  0.4358   |  14.84    |  31.12    |  44.91    |
|  977      |  0.5217   |  7.408    |  7.357    |  15.04    |  0.488    |  16.56    |  34.43    |  49.55    |
|  978      |  0.5288   |  4.39     |  17.08    |  18.1     |  0.6      |  21.77    |  26.97    |  35.58    |
|  979      |  0.5208   |  6.867    |  18.44    |  19.19    |  0.5959   |  23.53    |  32.17    |  52.44    |
|  980      |  0.5077   |  9.778    |  16.3     |  19.85    |  0.1963   |  22.12    |  30.74    |  48.39    |
|  981      |  0.5087   |  3.375    |  9.879    |  12.48    |  0.2168   |  16.88    |  27.36    |  43.32    |
|  982      |  0.5198   |  7.418    |  16.88    |  16.31    |  0.6      |  20.45    |  32.6     |  51.53    |
|  983      |  0.5153   |  5.651    |  15.58    |  17.88    |  0.469    |  22.29    |  24.24    |  33.02    |
|  984      |  0.515    |  4.281    |  17.45    |  12.8     |  0.4055   |  20.34    |  29.55    |  37.14    |
|  985      |  0.525    |  2.712    |  12.33    |  12.15    |  0.4343   |  11.34    |  29.47    |  48.49    |
|  986      |  0.5151   |  5.484    |  19.5     |  17.53    |  0.1885   |  24.96    |  32.02    |  38.11    |
|  987      |  0.5208   |  8.679    |  17.42    |  18.15    |  0.357    |  20.07    |  31.11    |  52.09    |
|  988      |  0.5241   |  6.92     |  14.98    |  19.33    |  0.5272   |  19.83    |  34.51    |  50.25    |
|  989      |  0.5231   |  5.261    |  17.68    |  13.99    |  0.6      |  37.51    |  24.28    |  39.76    |
|  990      |  0.5296   |  5.816    |  13.7     |  19.26    |  0.5908   |  20.56    |  25.54    |  36.24    |
|  991      |  0.5195   |  4.925    |  9.383    |  10.29    |  0.4364   |  16.43    |  25.05    |  45.92    |
|  992      |  0.5269   |  2.749    |  8.28     |  12.85    |  0.5731   |  21.71    |  33.36    |  52.3     |
|  993      |  0.5248   |  4.374    |  14.72    |  15.77    |  0.6      |  36.48    |  24.3     |  39.04    |
|  994      |  0.5303   |  6.076    |  15.0     |  13.67    |  0.6      |  36.28    |  23.76    |  39.76    |
|  995      |  0.5153   |  5.355    |  19.85    |  18.34    |  0.387    |  18.68    |  28.55    |  35.43    |
|  996      |  0.5212   |  5.813    |  13.29    |  12.27    |  0.5909   |  17.58    |  30.52    |  49.36    |
|  997      |  0.5243   |  3.36     |  18.09    |  19.99    |  0.5268   |  22.25    |  25.98    |  33.71    |
|  998      |  0.5131   |  8.917    |  13.5     |  17.86    |  0.4245   |  13.39    |  29.82    |  46.95    |
|  999      |  0.5264   |  7.153    |  17.46    |  19.16    |  0.6      |  21.04    |  33.14    |  50.1     |
|  1000     |  0.518    |  8.557    |  14.42    |  14.09    |  0.3486   |  19.1     |  30.96    |  50.45    |
|  1001     |  0.5121   |  2.01     |  17.27    |  18.09    |  0.2253   |  23.6     |  25.27    |  35.2     |
|  1002     |  0.5238   |  7.273    |  15.67    |  18.14    |  0.6      |  17.1     |  32.0     |  48.51    |
|  1003     |  0.5248   |  6.163    |  14.02    |  19.77    |  0.496    |  23.05    |  27.22    |  37.01    |
|  1004     |  0.5209   |  3.437    |  15.57    |  12.21    |  0.5362   |  19.64    |  25.38    |  39.61    |
|  1005     |  0.5079   |  3.221    |  7.618    |  15.25    |  0.269    |  22.61    |  35.27    |  53.4     |
|  1006     |  0.5211   |  6.794    |  8.498    |  10.7     |  0.5254   |  12.36    |  27.47    |  43.82    |
|  1007     |  0.52     |  3.809    |  10.22    |  13.43    |  0.5263   |  20.59    |  32.34    |  52.91    |
|  1008     |  0.5169   |  2.041    |  8.55     |  14.59    |  0.3205   |  22.62    |  31.35    |  51.93    |
|  1009     |  0.5166   |  7.828    |  15.99    |  13.74    |  0.4042   |  34.72    |  24.58    |  37.7     |
|  1010     |  0.5232   |  4.332    |  18.1     |  13.44    |  0.3297   |  21.74    |  27.47    |  40.95    |
|  1011     |  0.5198   |  8.321    |  14.1     |  16.1     |  0.4212   |  19.46    |  30.82    |  46.28    |
|  1012     |  0.5152   |  9.788    |  19.02    |  13.58    |  0.2214   |  14.22    |  35.23    |  47.92    |
|  1013     |  0.5267   |  8.027    |  14.17    |  18.44    |  0.5103   |  17.2     |  26.07    |  36.35    |
|  1014     |  0.5246   |  5.287    |  14.75    |  14.41    |  0.6      |  37.24    |  24.61    |  41.66    |
|  1015     |  0.5106   |  8.261    |  16.45    |  12.35    |  0.1885   |  17.9     |  31.18    |  47.82    |
|  1016     |  0.5251   |  3.947    |  17.91    |  15.74    |  0.457    |  14.23    |  29.61    |  45.26    |
|  1017     |  0.5091   |  4.382    |  15.57    |  14.06    |  0.3073   |  12.61    |  28.97    |  41.65    |
|  1018     |  0.5188   |  7.725    |  11.94    |  16.66    |  0.4009   |  18.41    |  25.09    |  34.3     |
|  1019     |  0.5231   |  8.276    |  19.94    |  16.06    |  0.4778   |  23.29    |  35.85    |  38.23    |
|  1020     |  0.5104   |  5.938    |  12.36    |  19.39    |  0.2664   |  16.19    |  23.51    |  35.67    |
|  1021     |  0.5212   |  4.405    |  19.95    |  15.19    |  0.2403   |  19.61    |  33.05    |  39.12    |
|  1022     |  0.5192   |  6.412    |  13.28    |  14.75    |  0.3445   |  34.58    |  25.77    |  41.47    |
|  1023     |  0.5243   |  7.726    |  17.48    |  18.68    |  0.5555   |  21.52    |  27.12    |  37.73    |
|  1024     |  0.5252   |  9.416    |  18.15    |  15.99    |  0.497    |  18.57    |  32.85    |  45.76    |
|  1025     |  0.5165   |  6.317    |  18.29    |  16.91    |  0.2993   |  24.41    |  27.12    |  33.36    |
|  1026     |  0.5243   |  2.0      |  9.475    |  14.25    |  0.6      |  22.36    |  34.6     |  50.18    |
|  1027     |  0.5298   |  6.644    |  15.05    |  12.5     |  0.5882   |  36.24    |  24.52    |  41.55    |
|  1028     |  0.5091   |  5.54     |  14.26    |  12.88    |  0.1673   |  34.19    |  21.81    |  44.17    |
|  1029     |  0.523    |  7.972    |  16.78    |  15.62    |  0.515    |  18.43    |  27.08    |  36.86    |
|  1030     |  0.5155   |  9.91     |  15.69    |  15.85    |  0.3443   |  19.18    |  26.94    |  38.89    |
|  1031     |  0.5139   |  7.058    |  14.43    |  16.86    |  0.4199   |  19.27    |  25.87    |  32.48    |
|  1032     |  0.514    |  3.815    |  8.191    |  12.46    |  0.3042   |  20.46    |  35.32    |  51.35    |
|  1033     |  0.4832   |  2.167    |  6.581    |  13.91    |  0.2689   |  18.56    |  24.69    |  46.83    |
|  1034     |  0.5211   |  2.048    |  15.95    |  11.45    |  0.5815   |  15.37    |  26.26    |  50.72    |
|  1035     |  0.5093   |  6.839    |  19.62    |  17.49    |  0.1692   |  21.51    |  33.21    |  36.65    |
|  1036     |  0.5208   |  7.088    |  10.8     |  19.39    |  0.5336   |  18.9     |  25.69    |  37.1     |
|  1037     |  0.506    |  7.117    |  15.4     |  19.85    |  0.1636   |  22.98    |  32.47    |  53.67    |
|  1038     |  0.5162   |  10.0     |  11.28    |  18.39    |  0.6      |  45.13    |  24.81    |  32.86    |
|  1039     |  0.51     |  5.006    |  16.0     |  19.09    |  0.1853   |  18.02    |  26.47    |  33.96    |
|  1040     |  0.5256   |  4.829    |  18.89    |  11.66    |  0.5803   |  23.0     |  27.33    |  37.57    |
|  1041     |  0.5276   |  2.0      |  16.94    |  18.07    |  0.6      |  10.51    |  29.54    |  43.23    |
|  1042     |  0.5167   |  5.807    |  18.66    |  17.72    |  0.465    |  39.06    |  23.14    |  36.31    |
|  1043     |  0.5193   |  6.464    |  15.6     |  13.45    |  0.6      |  36.59    |  26.3     |  40.22    |
|  1044     |  0.522    |  5.641    |  20.0     |  19.55    |  0.6      |  22.72    |  31.32    |  39.41    |
|  1045     |  0.5099   |  9.92     |  12.5     |  18.51    |  0.5484   |  17.28    |  23.4     |  38.43    |
|  1046     |  0.5265   |  9.686    |  18.01    |  11.55    |  0.5517   |  15.25    |  33.67    |  44.09    |
|  1047     |  0.5313   |  2.0      |  18.75    |  11.05    |  0.6      |  21.63    |  27.86    |  38.25    |
|  1048     |  0.5137   |  9.427    |  17.0     |  16.8     |  0.4294   |  15.79    |  29.56    |  34.51    |
|  1049     |  0.5229   |  5.417    |  11.6     |  18.58    |  0.4906   |  20.11    |  27.78    |  37.91    |
|  1050     |  0.5163   |  7.336    |  11.89    |  18.42    |  0.225    |  19.07    |  30.27    |  35.92    |
|  1051     |  0.5203   |  6.005    |  14.08    |  16.55    |  0.5959   |  19.49    |  27.24    |  36.93    |
|  1052     |  0.5121   |  9.116    |  17.91    |  11.76    |  0.2378   |  37.73    |  24.43    |  42.18    |
|  1053     |  0.5134   |  9.402    |  18.31    |  16.42    |  0.24     |  21.2     |  35.37    |  51.78    |
|  1054     |  0.5179   |  2.01     |  14.25    |  18.69    |  0.3213   |  12.46    |  28.93    |  46.28    |
|  1055     |  0.5195   |  9.908    |  14.21    |  11.52    |  0.4002   |  14.33    |  32.89    |  45.3     |
|  1056     |  0.5228   |  9.87     |  16.27    |  19.82    |  0.338    |  15.55    |  31.88    |  46.14    |
|  1057     |  0.5169   |  2.274    |  18.57    |  9.834    |  0.6      |  21.96    |  28.88    |  36.23    |
|  1058     |  0.5267   |  2.052    |  18.94    |  17.2     |  0.591    |  10.43    |  31.69    |  42.65    |
|  1059     |  0.5223   |  2.498    |  8.455    |  18.43    |  0.4389   |  21.87    |  36.12    |  49.28    |
|  1060     |  0.5182   |  6.222    |  16.43    |  16.28    |  0.446    |  22.22    |  26.07    |  37.36    |
|  1061     |  0.5175   |  2.888    |  17.24    |  12.17    |  0.6      |  22.22    |  26.65    |  38.44    |
|  1062     |  0.5151   |  6.313    |  16.81    |  18.96    |  0.1821   |  23.44    |  26.01    |  36.14    |
|  1063     |  0.5284   |  2.098    |  19.77    |  11.81    |  0.6      |  20.55    |  29.66    |  39.21    |
|  1064     |  0.5223   |  7.47     |  13.29    |  12.98    |  0.6      |  37.09    |  23.39    |  41.06    |
|  1065     |  0.5191   |  2.418    |  16.3     |  14.12    |  0.3319   |  34.4     |  23.0     |  38.88    |
|  1066     |  0.516    |  7.688    |  17.68    |  17.77    |  0.3883   |  16.69    |  32.28    |  45.37    |
|  1067     |  0.5248   |  3.332    |  9.643    |  14.43    |  0.6      |  20.91    |  32.59    |  49.49    |
|  1068     |  0.5163   |  9.674    |  12.65    |  18.51    |  0.3435   |  22.37    |  25.45    |  33.62    |
|  1069     |  0.5118   |  2.416    |  17.52    |  18.7     |  0.2137   |  10.19    |  27.41    |  40.08    |
|  1070     |  0.5259   |  6.035    |  16.59    |  14.03    |  0.6      |  34.68    |  23.39    |  41.07    |
|  1071     |  0.526    |  4.114    |  16.64    |  19.62    |  0.5495   |  17.7     |  30.19    |  51.24    |
|  1072     |  0.5144   |  5.279    |  15.53    |  15.85    |  0.5364   |  34.55    |  22.36    |  39.6     |
|  1073     |  0.511    |  4.595    |  15.99    |  13.65    |  0.3672   |  32.35    |  25.65    |  40.31    |
|  1074     |  0.5229   |  3.55     |  19.8     |  11.19    |  0.6      |  20.25    |  27.53    |  38.39    |
|  1075     |  0.5245   |  5.313    |  10.09    |  12.2     |  0.4936   |  14.8     |  27.84    |  48.14    |
|  1076     |  0.5311   |  8.443    |  10.95    |  15.99    |  0.6      |  40.1     |  26.68    |  25.77    |
|  1077     |  0.5247   |  2.0      |  14.87    |  13.21    |  0.6      |  19.28    |  25.04    |  36.17    |
|  1078     |  0.5189   |  9.455    |  17.21    |  12.76    |  0.5085   |  13.79    |  36.26    |  44.32    |
|  1079     |  0.5231   |  2.732    |  19.26    |  16.59    |  0.4661   |  41.73    |  24.7     |  33.97    |
|  1080     |  0.5159   |  8.841    |  14.14    |  16.5     |  0.3345   |  15.77    |  27.1     |  36.91    |
|  1081     |  0.5189   |  3.379    |  14.67    |  17.21    |  0.6      |  17.43    |  29.72    |  51.55    |
|  1082     |  0.5174   |  8.552    |  17.08    |  17.22    |  0.4026   |  17.6     |  28.89    |  49.68    |
|  1083     |  0.5178   |  8.026    |  16.3     |  11.68    |  0.4119   |  20.31    |  34.07    |  51.54    |
|  1084     |  0.5197   |  8.934    |  18.11    |  10.75    |  0.5155   |  14.18    |  30.33    |  43.08    |
|  1085     |  0.5197   |  9.947    |  14.97    |  19.36    |  0.3968   |  18.5     |  29.8     |  37.27    |
|  1086     |  0.5158   |  3.961    |  16.06    |  13.33    |  0.3041   |  14.28    |  28.35    |  45.32    |
|  1087     |  0.5123   |  4.676    |  18.73    |  17.11    |  0.5656   |  21.38    |  30.6     |  52.36    |
|  1088     |  0.5195   |  7.893    |  19.35    |  9.12     |  0.21     |  14.16    |  32.28    |  43.93    |
|  1089     |  0.5229   |  4.271    |  18.33    |  17.79    |  0.3734   |  18.12    |  33.97    |  50.16    |
|  1090     |  0.5232   |  9.715    |  17.75    |  19.7     |  0.5117   |  13.71    |  32.93    |  49.01    |
|  1091     |  0.5208   |  6.391    |  19.8     |  13.09    |  0.558    |  25.91    |  27.54    |  39.54    |
|  1092     |  0.5246   |  3.303    |  14.56    |  14.25    |  0.4115   |  17.32    |  24.2     |  35.62    |
|  1093     |  0.5128   |  6.652    |  15.62    |  9.357    |  0.2349   |  37.15    |  24.2     |  41.67    |
|  1094     |  0.5075   |  4.071    |  16.82    |  14.11    |  0.1514   |  19.66    |  22.46    |  36.28    |
|  1095     |  0.5231   |  8.896    |  16.86    |  9.346    |  0.4863   |  15.75    |  32.43    |  45.89    |
|  1096     |  0.5223   |  5.137    |  17.71    |  19.12    |  0.5177   |  16.74    |  32.34    |  52.12    |
|  1097     |  0.5206   |  3.091    |  12.63    |  10.87    |  0.3721   |  18.14    |  23.54    |  33.86    |
|  1098     |  0.5151   |  8.704    |  19.94    |  13.46    |  0.3385   |  22.67    |  37.62    |  39.55    |
|  1099     |  0.526    |  7.37     |  14.49    |  20.0     |  0.6      |  19.77    |  27.23    |  36.98    |
|  1100     |  0.5163   |  7.299    |  17.37    |  12.32    |  0.2573   |  25.53    |  25.09    |  38.39    |
|  1101     |  0.5232   |  3.94     |  16.3     |  20.0     |  0.6      |  18.99    |  32.85    |  50.46    |
|  1102     |  0.5157   |  5.244    |  17.77    |  14.53    |  0.597    |  36.14    |  20.87    |  39.55    |
|  1103     |  0.5199   |  5.762    |  20.0     |  14.29    |  0.6      |  22.86    |  26.69    |  39.06    |
|  1104     |  0.5216   |  4.389    |  15.79    |  20.0     |  0.6      |  21.24    |  26.67    |  37.23    |
|  1105     |  0.5112   |  4.568    |  17.48    |  17.25    |  0.2539   |  12.16    |  32.68    |  40.91    |
|  1106     |  0.5086   |  3.446    |  14.61    |  12.17    |  0.1782   |  17.51    |  25.85    |  33.71    |
|  1107     |  0.5337   |  8.209    |  16.81    |  9.896    |  0.5954   |  16.94    |  33.78    |  42.57    |
|  1108     |  0.517    |  6.952    |  17.62    |  11.19    |  0.6      |  16.56    |  33.13    |  43.58    |
|  1109     |  0.5204   |  2.0      |  12.39    |  13.14    |  0.6      |  17.96    |  23.37    |  36.86    |
|  1110     |  0.5112   |  2.211    |  15.04    |  15.03    |  0.195    |  17.78    |  27.27    |  50.67    |
|  1111     |  0.5216   |  3.511    |  15.99    |  18.44    |  0.6      |  16.31    |  32.05    |  49.82    |
|  1112     |  0.5123   |  9.953    |  16.79    |  8.827    |  0.6      |  15.86    |  33.55    |  42.68    |
|  1113     |  0.5105   |  6.67     |  16.99    |  8.483    |  0.2929   |  15.97    |  36.86    |  42.55    |
|  1114     |  0.5224   |  4.535    |  11.77    |  15.81    |  0.5144   |  20.62    |  22.93    |  34.66    |
|  1115     |  0.5171   |  3.245    |  19.57    |  10.34    |  0.4587   |  19.7     |  32.88    |  40.5     |
|  1116     |  0.5101   |  5.743    |  9.677    |  9.062    |  0.2821   |  14.44    |  29.99    |  45.6     |
|  1117     |  0.5208   |  3.293    |  18.82    |  15.71    |  0.4813   |  43.35    |  23.42    |  35.93    |
|  1118     |  0.5218   |  2.151    |  18.38    |  17.65    |  0.4387   |  21.7     |  28.05    |  35.13    |
|  1119     |  0.5051   |  4.909    |  16.65    |  8.473    |  0.1937   |  15.99    |  31.86    |  44.89    |
|  1120     |  0.5175   |  6.489    |  15.73    |  11.06    |  0.3657   |  33.86    |  22.2     |  40.26    |
|  1121     |  0.5152   |  3.598    |  16.74    |  16.96    |  0.4109   |  40.83    |  21.68    |  34.3     |
|  1122     |  0.528    |  2.0      |  17.83    |  11.78    |  0.6      |  21.82    |  29.61    |  39.38    |
|  1123     |  0.5184   |  6.677    |  16.03    |  18.81    |  0.4245   |  13.87    |  34.09    |  50.01    |
|  1124     |  0.5236   |  3.731    |  16.88    |  16.33    |  0.6      |  21.6     |  27.01    |  33.37    |
|  1125     |  0.5151   |  2.075    |  19.58    |  11.9     |  0.2729   |  21.27    |  27.22    |  36.61    |
|  1126     |  0.5284   |  2.0      |  14.9     |  12.69    |  0.6      |  13.7     |  26.69    |  47.48    |
|  1127     |  0.5271   |  5.711    |  18.02    |  13.02    |  0.6      |  24.6     |  26.72    |  35.18    |
|  1128     |  0.5159   |  2.719    |  9.291    |  15.29    |  0.2231   |  10.46    |  30.35    |  47.31    |
|  1129     |  0.5267   |  2.89     |  15.84    |  14.71    |  0.5459   |  10.21    |  30.88    |  44.27    |
|  1130     |  0.5169   |  2.0      |  13.64    |  10.02    |  0.6      |  19.77    |  25.08    |  37.3     |
|  1131     |  0.5202   |  4.102    |  11.7     |  11.88    |  0.5781   |  22.69    |  24.86    |  34.18    |
|  1132     |  0.5082   |  2.578    |  10.47    |  16.68    |  0.2236   |  22.31    |  36.21    |  47.77    |
|  1133     |  0.512    |  4.865    |  14.58    |  13.53    |  0.242    |  21.58    |  22.34    |  33.21    |
|  1134     |  0.5256   |  6.773    |  16.91    |  15.37    |  0.5584   |  16.82    |  32.74    |  48.5     |
|  1135     |  0.5224   |  4.93     |  15.22    |  13.37    |  0.6      |  24.31    |  26.76    |  34.21    |
|  1136     |  0.5155   |  9.033    |  15.33    |  19.13    |  0.3743   |  15.33    |  33.32    |  47.95    |
|  1137     |  0.541    |  8.904    |  18.01    |  10.3     |  0.6      |  18.62    |  33.75    |  42.48    |
|  1138     |  0.5173   |  3.984    |  18.47    |  18.25    |  0.4046   |  42.2     |  25.86    |  34.94    |
|  1139     |  0.5089   |  7.686    |  14.47    |  19.3     |  0.1902   |  20.74    |  24.64    |  35.98    |
|  1140     |  0.5326   |  7.284    |  19.45    |  8.912    |  0.5847   |  18.65    |  34.63    |  46.14    |
|  1141     |  0.5134   |  7.568    |  19.68    |  10.78    |  0.3483   |  16.96    |  34.26    |  42.47    |
|  1142     |  0.5259   |  4.586    |  16.25    |  16.34    |  0.6      |  38.27    |  24.68    |  37.31    |
|  1143     |  0.5123   |  8.121    |  18.21    |  10.82    |  0.3167   |  17.4     |  35.8     |  46.23    |
|  1144     |  0.5125   |  8.607    |  16.72    |  8.241    |  0.3544   |  21.33    |  32.18    |  41.41    |
|  1145     |  0.5103   |  6.17     |  19.83    |  7.369    |  0.404    |  18.7     |  35.5     |  47.27    |
|  1146     |  0.5145   |  8.701    |  18.23    |  9.242    |  0.6      |  19.09    |  33.61    |  44.23    |
|  1147     |  0.5275   |  2.0      |  13.59    |  16.02    |  0.6      |  19.4     |  24.06    |  35.18    |
|  1148     |  0.5168   |  4.588    |  10.46    |  19.41    |  0.5826   |  21.98    |  24.47    |  33.67    |
|  1149     |  0.5218   |  9.834    |  19.83    |  9.839    |  0.4809   |  16.75    |  33.19    |  47.71    |
|  1150     |  0.5174   |  9.78     |  18.88    |  16.08    |  0.5573   |  24.58    |  34.53    |  40.61    |
|  1151     |  0.5164   |  6.76     |  17.7     |  17.0     |  0.2412   |  21.32    |  28.97    |  36.75    |
|  1152     |  0.5228   |  9.15     |  19.46    |  19.56    |  0.4713   |  18.84    |  27.17    |  36.89    |
|  1153     |  0.5235   |  5.005    |  18.35    |  19.29    |  0.6      |  18.46    |  31.17    |  49.42    |
|  1154     |  0.5259   |  6.714    |  12.69    |  20.0     |  0.6      |  18.71    |  32.49    |  39.22    |
|  1155     |  0.5198   |  3.186    |  16.42    |  12.48    |  0.3359   |  10.76    |  29.88    |  45.86    |
|  1156     |  0.5136   |  7.621    |  19.08    |  11.18    |  0.2348   |  23.5     |  24.54    |  35.75    |
|  1157     |  0.5177   |  2.348    |  15.01    |  17.06    |  0.588    |  17.86    |  23.08    |  33.96    |
|  1158     |  0.516    |  8.947    |  18.35    |  10.02    |  0.3185   |  18.14    |  33.75    |  37.78    |
|  1159     |  0.5192   |  9.712    |  15.66    |  19.32    |  0.4435   |  15.11    |  28.66    |  48.42    |
|  1160     |  0.5166   |  8.006    |  18.76    |  13.17    |  0.2565   |  27.88    |  26.56    |  32.3     |
|  1161     |  0.5094   |  8.305    |  16.64    |  13.88    |  0.1523   |  24.88    |  27.59    |  34.93    |
|  1162     |  0.5273   |  2.078    |  18.0     |  16.36    |  0.6      |  10.0     |  30.4     |  45.15    |
|  1163     |  0.5286   |  7.778    |  12.47    |  15.68    |  0.6      |  40.83    |  25.56    |  25.54    |
|  1164     |  0.5193   |  3.797    |  14.97    |  15.4     |  0.3886   |  27.72    |  23.69    |  34.66    |
|  1165     |  0.5172   |  6.889    |  17.82    |  10.02    |  0.3616   |  18.61    |  32.63    |  41.91    |
|  1166     |  0.5192   |  9.053    |  14.67    |  15.1     |  0.3068   |  15.99    |  32.36    |  47.47    |
|  1167     |  0.508    |  8.918    |  18.84    |  13.12    |  0.1706   |  16.91    |  33.77    |  40.91    |
|  1168     |  0.5318   |  2.0      |  15.08    |  11.98    |  0.6      |  14.29    |  29.27    |  48.91    |
|  1169     |  0.5315   |  10.0     |  16.98    |  16.88    |  0.6      |  16.88    |  31.47    |  47.44    |
|  1170     |  0.5234   |  4.761    |  12.35    |  11.4     |  0.4577   |  24.39    |  24.99    |  37.67    |
|  1171     |  0.5166   |  3.765    |  10.84    |  10.52    |  0.2128   |  22.03    |  27.19    |  36.77    |
|  1172     |  0.5149   |  2.131    |  7.04     |  17.73    |  0.5498   |  19.6     |  32.35    |  51.06    |
|  1173     |  0.5295   |  2.0      |  12.87    |  12.31    |  0.6      |  13.57    |  28.09    |  50.22    |
|  1174     |  0.5102   |  6.215    |  11.47    |  13.0     |  0.2784   |  23.17    |  22.9     |  35.33    |
|  1175     |  0.5133   |  3.198    |  19.85    |  10.55    |  0.2313   |  26.17    |  26.22    |  36.09    |
|  1176     |  0.5103   |  2.05     |  11.75    |  18.14    |  0.2588   |  21.37    |  20.09    |  35.15    |
|  1177     |  0.5192   |  2.89     |  19.58    |  15.7     |  0.2484   |  39.16    |  26.69    |  36.1     |
|  1178     |  0.5206   |  3.119    |  14.41    |  11.85    |  0.4408   |  27.33    |  26.2     |  34.73    |
|  1179     |  0.5291   |  4.159    |  11.47    |  9.526    |  0.6      |  19.53    |  25.49    |  44.01    |
|  1180     |  0.5062   |  2.427    |  9.57     |  7.89     |  0.2489   |  20.31    |  22.91    |  44.08    |
|  1181     |  0.5125   |  3.869    |  11.28    |  10.05    |  0.338    |  26.72    |  24.31    |  39.95    |
|  1182     |  0.5235   |  5.255    |  16.45    |  15.9     |  0.5976   |  41.97    |  25.2     |  35.83    |
|  1183     |  0.5072   |  3.286    |  10.96    |  13.71    |  0.1778   |  27.61    |  23.53    |  33.2     |
|  1184     |  0.5196   |  9.268    |  17.96    |  15.77    |  0.5068   |  16.75    |  29.19    |  45.08    |
|  1185     |  0.5221   |  4.432    |  13.84    |  8.066    |  0.4308   |  20.94    |  27.49    |  45.44    |
|  1186     |  0.5307   |  2.0      |  11.85    |  13.92    |  0.6      |  20.1     |  24.47    |  34.31    |
|  1187     |  0.5104   |  8.498    |  17.96    |  19.82    |  0.1851   |  13.07    |  30.39    |  47.72    |
|  1188     |  0.5149   |  9.671    |  17.03    |  11.08    |  0.6      |  18.27    |  33.21    |  42.34    |
|  1189     |  0.518    |  8.079    |  16.05    |  18.65    |  0.3088   |  16.57    |  28.81    |  37.28    |
|  1190     |  0.5144   |  2.367    |  10.19    |  11.65    |  0.3203   |  19.24    |  25.2     |  34.5     |
|  1191     |  0.5167   |  4.11     |  17.0     |  13.17    |  0.4213   |  36.45    |  24.13    |  41.96    |
|  1192     |  0.5183   |  5.823    |  11.61    |  8.768    |  0.4968   |  19.7     |  24.19    |  45.2     |
|  1193     |  0.5167   |  7.913    |  13.75    |  11.07    |  0.6      |  18.32    |  33.41    |  50.13    |
|  1194     |  0.5116   |  5.298    |  17.0     |  11.27    |  0.4718   |  24.66    |  25.01    |  31.48    |
|  1195     |  0.5161   |  4.822    |  19.03    |  16.83    |  0.4684   |  22.59    |  34.91    |  40.21    |
|  1196     |  0.5176   |  3.884    |  11.59    |  17.64    |  0.4997   |  20.52    |  23.99    |  37.26    |
|  1197     |  0.5251   |  2.0      |  12.14    |  14.5     |  0.6      |  18.5     |  22.85    |  33.52    |
|  1198     |  0.531    |  4.672    |  11.79    |  10.86    |  0.5117   |  18.49    |  26.93    |  46.57    |
|  1199     |  0.5258   |  8.514    |  17.31    |  20.0     |  0.6      |  19.22    |  27.64    |  39.23    |
|  1200     |  0.5055   |  7.602    |  18.24    |  10.8     |  0.3268   |  22.21    |  35.0     |  41.85    |
|  1201     |  0.5138   |  4.734    |  11.98    |  9.337    |  0.4262   |  20.35    |  26.81    |  46.65    |
|  1202     |  0.5172   |  3.938    |  11.84    |  12.48    |  0.2632   |  19.29    |  28.28    |  47.55    |
|  1203     |  0.5128   |  3.001    |  12.86    |  15.74    |  0.2462   |  22.45    |  23.35    |  33.97    |
|  1204     |  0.514    |  4.614    |  10.17    |  13.57    |  0.3272   |  17.34    |  24.31    |  30.88    |
|  1205     |  0.505    |  9.231    |  17.23    |  10.68    |  0.2879   |  17.01    |  35.27    |  40.96    |
|  1206     |  0.5152   |  4.448    |  18.65    |  15.58    |  0.272    |  23.3     |  26.53    |  34.36    |
|  1207     |  0.5187   |  8.604    |  15.2     |  17.83    |  0.4497   |  18.81    |  33.21    |  47.51    |
|  1208     |  0.508    |  8.313    |  8.976    |  13.16    |  0.1857   |  18.74    |  35.68    |  48.37    |
|  1209     |  0.5172   |  2.198    |  19.09    |  13.38    |  0.5157   |  41.88    |  25.59    |  32.19    |
|  1210     |  0.5185   |  5.765    |  12.07    |  13.31    |  0.3675   |  19.35    |  26.16    |  45.59    |
|  1211     |  0.5219   |  4.62     |  14.76    |  6.893    |  0.3765   |  20.76    |  25.3     |  41.1     |
|  1212     |  0.5119   |  5.266    |  12.15    |  10.45    |  0.6      |  17.87    |  26.71    |  44.36    |
|  1213     |  0.5142   |  4.729    |  17.44    |  13.68    |  0.3952   |  28.85    |  25.65    |  35.4     |
